"","year","cell","cell_lat","cell_lng","gr_mn_all","gr_pall","gr_mn_for","gr_pfor","p_open","gr_mn_open","gr_mn_lag","...1","colddays","warmdays","spring.gdd","summer.gdd"
"196",2003,594,43.7827146678839,-75.0037447526642,139.49,1,139.78,0.93,0.07,135.637142857143,-4.14285714285717,569,75,33,232.060986649482,849.099724369882
"197",2003,595,43.1334602440522,-71.3554430901979,142.37,1,142.37,0.99,0.01,142.37,-4.54747350886464e-13,570,63,31,242.565198721048,903.683592221758
"198",2003,616,39.0182853806001,-94.233372640393,117.93,1,111.38,0.4,0.6,122.296666666667,10.9166666666667,571,23,68,644.228487618924,1364.99400413803
"199",2003,617,39.9013629432319,-90.9604566621439,142.31,1,118.07,0.26,0.74,150.826756756757,32.7567567567568,572,35,62,553.401315781212,1218.2729006887
"200",2003,618,40.6811083428193,-87.5982717795414,160.84,1,122.8,0.1,0.9,165.066666666667,42.2666666666667,573,45,65,474.69598444234,1132.64021870698
"201",2003,619,41.3602908290039,-84.1263735168693,153.17,1,129.58,0.16,0.84,157.663333333333,28.0833333333333,574,60,55,399.508026571435,1033.27666997862
"202",2003,620,42.005208471077,-80.5643406598932,133.37,1,126.67,0.71,0.29,149.773448275862,23.1034482758621,575,65,57,274.683124223328,950.119288354428
"203",2003,621,42.0052084718332,-76.9356593369912,134.45,1,134.34,0.92,0.08,135.715,1.37499999999977,576,64,40,279.608858600815,897.177154659606
"204",2003,622,41.3602908300926,-73.3736264798146,133.78,1,133.71,0.98,0.02,137.21,3.5000000000002,577,48,60,302.886009424702,1053.92263325349
"205",2003,644,37.3548453039452,-92.207396992102,110.57,1,110.75,0.97,0.03,104.75,-6.00000000000016,578,17,83,668.405375530184,1325.96324999556
"206",2003,645,38.185511830815,-88.9526017248609,131,1,109.24,0.35,0.65,142.716923076923,33.4769230769231,579,21,77,626.964905057381,1271.32024844609
"207",2003,646,38.9133345719446,-85.6252957885435,123.79,1,108.61,0.6,0.4,146.56,37.95,580,30,80,587.785782591053,1182.76604954072
"208",2003,647,39.5762282432288,-82.228512671223,121,1,114.02,0.77,0.23,144.367826086957,30.3478260869565,581,36,74,512.500724114396,1061.35602802053
"209",2003,648,40.2321033043929,-78.7499999977146,124.12,1,124.43,0.94,0.0600000000000001,119.263333333333,-5.16666666666679,582,44,65,400.113596639198,1020.30665254592
"210",2003,649,39.5762282442583,-75.2714873254758,129.88,1,125.42,0.8,0.2,147.72,22.2999999999999,583,22,81,420.855329597149,1235.04687195103
"211",2003,672,35.6719141750947,-90.3080436912314,140.57,1,107.04,0.37,0.63,160.262222222222,53.2222222222222,585,5,113,838.265841790966,1423.42129662629
"212",2003,673,36.4507394369357,-87.063122007697,106.79,1,103.94,0.84,0.16,121.7525,17.8125000000001,586,10,105,719.64223715863,1310.77648462737
"213",2003,674,37.1280761088605,-83.7632953205549,108.78,1,108.93,0.98,0.02,101.43,-7.50000000000023,587,13,99,640.426594908516,1190.28465438684
"214",2003,675,37.7871442771923,-80.4397747302607,119.08,1,119.61,0.97,0.03,101.943333333333,-17.6666666666667,588,25,71,455.962217934263,1028.31171187299
"215",2003,676,37.7871442781489,-77.0602252664455,118.91,1,117.36,0.94,0.0600000000000001,143.193333333333,25.8333333333332,589,4,100,625.198680374452,1354.89645088276
"216",2003,702,35.3305934931474,-82.0025583843541,109.74,1,109.86,0.99,0.01,97.8599999999999,-12.0000000000001,594,3,104,669.101445064238,1217.61445740417
"217",2003,703,35.9983013483697,-78.7499999975762,116.89,1,113.74,0.9,0.1,145.24,31.5,595,1,113,780.738603256231,1389.81323099209
"218",2003,733,35.330593494296,-75.4974416214384,130.69,1,122.83,0.78,0.22,158.557272727273,35.7272727272727,604,1,142,829.085442355813,1484.48235287528
"219",2003,734,37.1280761101847,-73.7367046853622,149.17,1,145.61,0.66,0.34,156.080588235294,10.4705882352941,605,7,106,494.489543138713,1335.6335798293
"220",2003,736,40.6811083445034,-69.9017282266508,146.91,1,146.71,0.95,0.05,150.71,3.99999999999955,606,33,81,213.786697735521,1032.28085180632
"221",2003,738,44.1402918706975,-65.5800519324866,151.22,1,151.3,0.99,0.01,143.299999999999,-8.00000000000085,607,59,47,141.747693609984,705.488879173503
"222",2003,739,45.8181578991492,-63.2081616286461,152.99,1,152.8,0.93,0.07,155.514285714286,2.71428571428575,608,82,42,127.148102329065,776.02520081976
"223",2003,740,47.4513518013259,-60.6792006261634,155.01,1,154.59,0.92,0.08,159.84,5.24999999999989,609,81,45,75.0099050929115,627.25003289121
"224",2003,766,NA,NA,NA,NA,NA,NA,NA,NA,NA,612,65,54,121.990744411016,755.359979167121
"225",2004,487,49.9751478154166,-61.8189891890389,151.48,1,151.08,0.96,0.04,161.08,9.9999999999996,695,101,34,30.6786608189146,356.475493012665
"226",2004,507,48.3185222794017,-93.0488899839306,153.87,1,153.86,0.98,0.02,154.36,0.499999999999631,696,97,23,159.617763736449,579.054209869387
"227",2004,508,49.0717115252331,-89.1336983912323,161.6,1,161.62,1,0,NA,NA,697,104,20,81.7866039556804,443.576803817087
"228",2004,509,49.7299451365089,-85.0805221420807,159.25,1,159.62,0.97,0.03,147.286666666666,-12.3333333333335,698,108,22,93.1583118273077,443.22186338455
"229",2004,512,49.7299451372615,-72.4194778549693,161.51,0.99,161.47,0.94,0.05,194.564,33.0939999999996,701,118,21,64.7541880422748,425.729617830588
"230",2004,513,49.0717115262395,-68.3663016055686,158.53,1,158.63,0.98,0.02,153.63,-5.00000000000043,702,108,27,65.6983177850722,460.032047477363
"231",2004,514,48.3185222805963,-64.4511100125928,156.25,1,156.23,0.99,0.01,158.23,2.00000000000023,703,91,39,82.4943067688474,539.069338690682
"232",2004,534,45.8181578968882,-94.2918383779928,155.76,1,144.94,0.54,0.46,168.461739130435,23.5217391304348,704,81,36,292.609381108125,769.256831553043
"233",2004,535,46.6202372401658,-90.5920142702139,148.9,1,148.89,0.99,0.01,149.890000000002,1.0000000000019,705,78,27,172.793364771035,604.029469218368
"234",2004,536,47.3238018444925,-86.7658837943541,152.7,1,152.75,0.99,0.01,147.749999999999,-5.00000000000094,706,74,37,107.336175443545,479.300385227273
"235",2004,537,47.9578000244938,-82.8176553580113,156.48,1,156.5,0.99,0.01,154.499999999999,-2.00000000000139,707,104,27,134.581904769236,498.475818079373
"236",2004,538,48.5865921308426,-78.7499999980182,159.79,1,160.04,0.97,0.03,151.706666666666,-8.33333333333366,708,114,24,104.892537769577,461.017153673794
"237",2004,539,47.9578000251635,-74.6823446390516,157.4,1,157.39,0.98,0.02,157.89,0.500000000000313,709,103,26,112.652374747778,477.215725064152
"238",2004,540,47.3238018454605,-70.7341162024827,151.14,1,151.1,0.95,0.05,151.9,0.799999999999841,710,97,30,126.861044803313,528.650908175933
"239",2004,541,46.6202372413531,-66.9079857263678,150.24,1,149.91,0.97,0.03,160.91,11.0000000000001,711,81,33,153.163577063576,618.342444889068
"240",2004,562,44.1402918686352,-91.9199480740028,150.44,1,136.83,0.45,0.55,161.575454545455,24.7454545454545,712,57,47,382.878253758004,867.779124551059
"241",2004,563,44.8891978391312,-88.2953307659256,143.43,1,142.42,0.74,0.26,146.304615384615,3.88461538461547,713,62,46,246.307785446899,710.077127514717
"242",2004,564,45.5580435896312,-84.5586595325796,143.72,1,144.43,0.93,0.07,134.287142857143,-10.1428571428573,714,66,44,179.469118200724,648.712922406243
"243",2004,565,46.1870092076203,-80.7130536184924,147.71,1,147.83,0.98,0.02,141.83,-5.99999999999991,715,82,43,164.732390745444,622.079642312039
"244",2004,566,46.1870092081857,-76.7869463785759,145.28,1,144.95,0.95,0.05,151.55,6.60000000000016,716,80,31,205.844793992884,612.156952389701
"245",2004,567,45.5580435905451,-72.9413404642818,143.55,1,138.81,0.79,0.21,161.381428571429,22.5714285714286,717,81,37,236.222003335534,661.748853833886
"246",2004,568,44.8891978402985,-69.2046692307013,141.87,1,141.86,0.99,0.01,142.859999999999,0.999999999998749,718,62,44,207.530404519512,688.492052756548
"247",2004,589,41.5914814738607,-93.0964601408555,147.93,1,116.86,0.15,0.85,153.412941176471,36.5529411764706,719,45,56,564.007347607894,924.196383331512
"248",2004,590,42.4255736420171,-89.6927335499158,146.15,1,127.2,0.23,0.77,151.81038961039,24.6103896103896,720,48,61,504.718766659875,894.931169734422
"249",2004,591,43.1334602429176,-86.1445569064626,136.33,1,132.18,0.65,0.35,144.037142857143,11.8571428571429,721,48,59,380.623816823566,820.403702782456
"250",2004,592,43.7827146670404,-82.4962552442126,146.06,1,131.17,0.35,0.65,154.077692307692,22.9076923076923,722,53,66,292.947404900534,767.768665051861
"251",2004,593,44.4260057265326,-78.7499999978607,137.33,1,136.06,0.81,0.19,142.744210526316,6.68421052631587,723,63,61,251.178024230661,748.704489514663
"252",2004,594,43.7827146678839,-75.0037447526642,132.89,1,132.97,0.93,0.07,131.827142857143,-1.14285714285737,724,67,41,301.121139997222,725.039285238709
"253",2004,595,43.1334602440522,-71.3554430901979,132.32,1,132.27,0.99,0.01,137.269999999998,4.99999999999793,725,49,43,313.651246176504,796.27399353934
"254",2004,616,39.0182853806001,-94.233372640393,121.08,1,109.73,0.4,0.6,128.646666666667,18.9166666666666,726,25,90,716.759317911419,1142.44510861952
"255",2004,617,39.9013629432319,-90.9604566621439,138.14,1,115.95,0.26,0.74,145.936486486486,29.9864864864865,727,25,78,687.481963719193,1048.76071748778
"256",2004,618,40.6811083428193,-87.5982717795414,153.72,1,118.77,0.1,0.9,157.603333333333,38.8333333333333,728,37,75,630.783775596199,1004.85483585686
"257",2004,619,41.3602908290039,-84.1263735168693,148.81,1,122.22,0.16,0.84,153.874761904762,31.6547619047619,729,42,70,542.9403863247,955.452814931677
"258",2004,620,42.005208471077,-80.5643406598932,133.57,1,125.35,0.71,0.29,153.694827586207,28.3448275862069,730,49,72,402.45402748299,862.33883526681
"259",2004,621,42.0052084718332,-76.9356593369912,128.84,1,128.59,0.92,0.08,131.715,3.12500000000006,731,48,50,403.90484846495,816.708687634095
"260",2004,622,41.3602908300926,-73.3736264798146,128.76,1,128.67,0.98,0.02,133.17,4.5000000000004,732,32,65,429.919450297075,956.537071279125
"261",2004,644,37.3548453039452,-92.207396992102,111,1,111.1,0.97,0.03,107.766666666667,-3.33333333333329,733,10,99,765.9547201852,1166.1345823461
"262",2004,645,38.185511830815,-88.9526017248609,134.86,1,113.26,0.35,0.65,146.490769230769,33.2307692307693,734,13,92,791.289217658509,1155.7445858898
"263",2004,646,38.9133345719446,-85.6252957885435,127.21,1,114.8,0.6,0.4,145.825,31.025,735,19,85,739.778442062468,1110.271012801
"264",2004,647,39.5762282432288,-82.228512671223,127.05,1,120.79,0.77,0.23,148.007391304348,27.2173913043478,736,23,72,645.34838137261,1019.11163019334
"265",2004,648,40.2321033043929,-78.7499999977146,123.92,1,123.97,0.94,0.0600000000000001,123.136666666667,-0.833333333333243,737,34,68,558.518312450788,953.765398829111
"266",2004,649,39.5762282442583,-75.2714873254758,125.41,1,121.59,0.8,0.2,140.69,19.1,738,22,82,638.408236170025,1152.97140568441
"267",2004,672,35.6719141750947,-90.3080436912314,139.76,1,110.9,0.37,0.63,156.709523809524,45.8095238095238,740,2,118,930.676039753233,1334.65773011218
"268",2004,673,36.4507394369357,-87.063122007697,113.69,1,110.72,0.84,0.16,129.2825,18.5625,741,5,107,848.045394486245,1218.92499678714
"269",2004,674,37.1280761088605,-83.7632953205549,114.65,1,114.72,0.98,0.02,111.22,-3.49999999999996,742,10,92,766.003108554502,1136.30568038952
"270",2004,675,37.7871442771923,-80.4397747302607,122.34,1,122.65,0.97,0.03,112.316666666667,-10.3333333333334,743,19,68,621.079119589095,969.591923726605
"271",2004,676,37.7871442781489,-77.0602252664455,120.2,1,119.03,0.94,0.0600000000000001,138.53,19.5,744,4,99,806.940563871925,1276.46879292833
"272",2004,702,35.3305934931474,-82.0025583843541,115.53,1,115.57,0.99,0.01,111.57,-3.9999999999997,749,1,95,797.3642819369,1192.73894701212
"273",2004,703,35.9983013483697,-78.7499999975762,119.9,1,116.99,0.9,0.1,146.09,29.1000000000001,750,3,108,917.213539546024,1340.5580184504
"274",2004,733,35.330593494296,-75.4974416214384,130.64,1,125.6,0.77,0.23,147.513043478261,21.9130434782608,759,1,141,934.856396821679,1448.72420039452
"275",2004,734,37.1280761101847,-73.7367046853622,141.23,1,137.29,0.66,0.34,148.878235294118,11.5882352941176,760,11,104,705.405820523209,1282.34458348073
"276",2004,736,40.6811083445034,-69.9017282266508,139.43,1,139.2,0.95,0.05,143.8,4.60000000000042,761,26,85,282.625832271022,917.310595483695
"277",2004,738,44.1402918706975,-65.5800519324866,150.54,1,150.61,0.99,0.01,143.609999999998,-7.00000000000193,762,52,59,123.463811390935,613.652804853389
"278",2004,739,45.8181578991492,-63.2081616286461,154.24,1,154.31,0.93,0.07,153.31,-1.00000000000006,763,69,59,107.166680965114,677.828554664389
"279",2004,740,47.4513518013259,-60.6792006261634,160.51,1,159.89,0.92,0.08,167.64,7.7500000000002,764,76,57,39.7202894091197,577.383232480236
"280",2004,766,NA,NA,NA,NA,NA,NA,NA,NA,NA,767,48,67,109.441131555842,676.371388022131
"281",2005,487,49.9751478154166,-61.8189891890389,146.47,1,146.36,0.97,0.03,150.026666666666,3.66666666666646,850,97,30,44.2813703679015,370.522084005616
"282",2005,507,48.3185222794017,-93.0488899839306,143.97,1,143.97,0.98,0.02,143.97,8.5265128291212e-14,851,92,32,272.274501911552,757.069734636003
"283",2005,508,49.0717115252331,-89.1336983912323,149.66,1,149.68,1,0,NA,NA,852,105,33,174.322614221847,648.910555398453
"284",2005,509,49.7299451365089,-85.0805221420807,144.96,1,145.59,0.97,0.03,124.59,-20.9999999999995,853,116,35,219.812115117366,680.887412621192
"285",2005,512,49.7299451372615,-72.4194778549693,146.84,1,147.02,0.95,0.05,143.42,-3.60000000000028,856,112,18,167.879930019315,543.675115047362
"286",2005,513,49.0717115262395,-68.3663016055686,151.73,1,151.81,0.98,0.02,147.81,-4.00000000000037,857,110,25,102.498444356734,560.701780313607
"287",2005,514,48.3185222805963,-64.4511100125928,152.37,1,152.36,0.99,0.01,153.359999999998,0.999999999997698,858,91,36,88.6758329676611,617.772836095636
"288",2005,534,45.8181578968882,-94.2918383779928,150.07,1,140.29,0.54,0.46,161.550869565217,21.2608695652174,859,69,43,385.856438173105,990.002191649313
"289",2005,535,46.6202372401658,-90.5920142702139,143.1,1,143.13,0.99,0.01,140.129999999999,-3.00000000000091,860,85,37,261.474083597685,821.808072461749
"290",2005,536,47.3238018444925,-86.7658837943541,144.93,1,145,0.99,0.01,137.999999999999,-7.00000000000057,861,83,53,152.578808956086,763.569476950684
"291",2005,537,47.9578000244938,-82.8176553580113,148.5,1,148.52,0.99,0.01,146.519999999998,-2.00000000000199,862,108,31,254.816826806538,744.85688506906
"292",2005,538,48.5865921308426,-78.7499999980182,148.49,1,148.73,0.97,0.03,140.730000000001,-7.99999999999901,863,118,26,210.824782626056,654.967941534317
"293",2005,539,47.9578000251635,-74.6823446390516,149.24,1,149.3,0.98,0.02,146.299999999999,-3.00000000000077,864,105,25,208.306650500398,644.385832134338
"294",2005,540,47.3238018454605,-70.7341162024827,150.65,1,150.64,0.95,0.05,150.84,0.200000000000472,865,98,29,155.74034327303,658.5167059203
"295",2005,541,46.6202372413531,-66.9079857263678,151.93,1,151.68,0.97,0.03,160.013333333333,8.33333333333306,866,86,33,161.504523860232,730.259086471522
"296",2005,562,44.1402918686352,-91.9199480740028,148.08,1,135.78,0.45,0.55,158.143636363636,22.3636363636364,867,58,51,459.921823758943,1084.5101066754
"297",2005,563,44.8891978391312,-88.2953307659256,141.43,1,140.08,0.74,0.26,145.272307692308,5.19230769230765,868,69,50,332.267642506084,964.372654334651
"298",2005,564,45.5580435896312,-84.5586595325796,141.68,1,142.29,0.93,0.07,133.575714285714,-8.71428571428555,869,73,51,275.494172736094,880.949099317281
"299",2005,565,46.1870092076203,-80.7130536184924,145.01,1,145.13,0.98,0.02,139.13,-6,870,90,48,261.325294534176,854.633000403922
"300",2005,566,46.1870092081857,-76.7869463785759,146.63,1,146.41,0.95,0.05,150.81,4.40000000000003,871,91,31,276.848540109159,832.852879748989
"301",2005,567,45.5580435905451,-72.9413404642818,147.93,1,145.05,0.79,0.21,158.764285714286,13.7142857142857,872,84,32,246.695666192424,842.614267956304
"302",2005,568,44.8891978402985,-69.2046692307013,148.06,1,148.08,0.99,0.01,146.079999999998,-2.00000000000239,873,66,36,190.631932793217,803.518233396142
"303",2005,589,41.5914814738607,-93.0964601408555,145.7,1,115.88,0.15,0.85,150.962352941176,35.0823529411765,874,31,59,548.810718863136,1222.05250968878
"304",2005,590,42.4255736420171,-89.6927335499158,142.47,1,125.46,0.23,0.77,147.550909090909,22.0909090909091,875,40,60,515.082003233445,1167.58630763095
"305",2005,591,43.1334602429176,-86.1445569064626,137.11,1,133.59,0.65,0.35,143.647142857143,10.0571428571429,876,46,63,401.922788132922,1067.15101844233
"306",2005,592,43.7827146670404,-82.4962552442126,145.26,1,135.1,0.35,0.65,150.730769230769,15.6307692307692,877,63,63,324.271810778568,984.268885232582
"307",2005,593,44.4260057265326,-78.7499999978607,140.14,1,139.47,0.81,0.19,142.996315789474,3.52631578947361,878,65,53,295.241415375573,984.413331112284
"308",2005,594,43.7827146678839,-75.0037447526642,138.6,1,138.73,0.93,0.07,136.872857142857,-1.85714285714286,879,59,46,304.788619409481,949.390393139951
"309",2005,595,43.1334602440522,-71.3554430901979,139.89,1,139.87,0.99,0.01,141.869999999997,1.99999999999716,880,49,44,277.476961150142,972.74987007803
"310",2005,616,39.0182853806001,-94.233372640393,124.56,1,112.24,0.4,0.6,132.773333333333,20.5333333333333,881,16,83,689.25058435171,1407.82036802274
"311",2005,617,39.9013629432319,-90.9604566621439,136.19,1,114.78,0.26,0.74,143.712432432432,28.9324324324324,882,17,82,639.223593775081,1364.22353848249
"312",2005,618,40.6811083428193,-87.5982717795414,156.59,1,119.29,0.1,0.9,160.734444444444,41.4444444444444,883,29,82,569.092327122596,1271.141854559
"313",2005,619,41.3602908290039,-84.1263735168693,152.66,1,128.07,0.16,0.84,157.34380952381,29.2738095238095,884,39,75,479.092500308767,1182.23388047478
"314",2005,620,42.005208471077,-80.5643406598932,135.48,1,129.75,0.71,0.29,149.508620689655,19.7586206896551,885,44,75,363.493678704755,1097.01494878531
"315",2005,621,42.0052084718332,-76.9356593369912,135.08,1,134.83,0.92,0.08,137.955,3.12500000000006,886,42,61,364.783130114158,1051.41304878468
"316",2005,622,41.3602908300926,-73.3736264798146,133.58,1,133.53,0.98,0.02,136.030000000001,2.50000000000082,887,31,69,380.496461090489,1159.36146187205
"317",2005,644,37.3548453039452,-92.207396992102,110.8,1,110.91,0.97,0.03,107.243333333334,-3.66666666666647,888,9,109,721.695884018581,1468.0697685226
"318",2005,645,38.185511830815,-88.9526017248609,135.91,1,112.33,0.35,0.65,148.606923076923,36.2769230769231,889,12,102,688.019263998851,1423.46975646375
"319",2005,646,38.9133345719446,-85.6252957885435,128.53,1,113.13,0.6,0.4,151.63,38.5,890,15,97,614.835324773902,1350.33726915978
"320",2005,647,39.5762282432288,-82.228512671223,126.62,1,120.29,0.77,0.23,147.811739130435,27.5217391304348,891,23,88,526.463947030588,1236.35124154223
"321",2005,648,40.2321033043929,-78.7499999977146,128.02,1,128.04,0.94,0.0600000000000001,127.706666666667,-0.333333333333115,892,27,88,448.468688611006,1158.93297448271
"322",2005,649,39.5762282442583,-75.2714873254758,128.82,1,124.06,0.8,0.2,147.86,23.8,893,17,96,495.516153497561,1333.63377487194
"323",2005,672,35.6719141750947,-90.3080436912314,141.63,1,108.15,0.37,0.63,161.292857142857,53.1428571428571,895,4,134,861.041486790472,1572.16167115289
"324",2005,673,36.4507394369357,-87.063122007697,112.24,1,108.47,0.84,0.16,132.0325,23.5624999999999,896,7,122,728.504758728871,1459.3182783176
"325",2005,674,37.1280761088605,-83.7632953205549,114.51,1,114.59,0.98,0.02,110.59,-3.99999999999956,897,7,114,663.86424512143,1377.44470025425
"326",2005,675,37.7871442771923,-80.4397747302607,126.29,1,126.75,0.97,0.03,111.416666666667,-15.3333333333329,898,17,88,481.849777118682,1174.22365329218
"327",2005,676,37.7871442781489,-77.0602252664455,121.96,1,120.43,0.94,0.0600000000000001,145.93,25.4999999999997,899,5,109,637.191451118859,1460.34417711772
"328",2005,702,35.3305934931474,-82.0025583843541,115.75,1,115.86,0.99,0.01,104.860000000001,-10.9999999999993,904,2,112,670.788909075678,1354.24517020011
"329",2005,703,35.9983013483697,-78.7499999975762,120.13,1,116.73,0.9,0.1,150.73,34,905,2,116,753.288263856971,1518.5237614857
"330",2005,733,35.330593494296,-75.4974416214384,136.2,1,129.89,0.77,0.23,157.324782608696,27.4347826086957,914,1,151,740.465751670469,1546.15263578964
"331",2005,734,37.1280761101847,-73.7367046853622,152.3,1,148.35,0.69,0.31,161.091935483871,12.741935483871,915,10,109,496.644619461373,1407.88335762921
"332",2005,736,40.6811083445034,-69.9017282266508,143.21,1,143.07,0.95,0.05,145.87,2.80000000000032,916,18,84,233.006141064443,1064.69566077951
"333",2005,738,44.1402918706975,-65.5800519324866,153.05,1,153.17,0.99,0.01,141.170000000002,-11.9999999999976,917,49,52,122.356551634008,701.221285862052
"334",2005,739,45.8181578991492,-63.2081616286461,152.27,1,152.31,0.93,0.07,151.738571428572,-0.571428571428413,918,62,52,106.446041507887,748.195684499813
"335",2005,740,47.4513518013259,-60.6792006261634,150.89,1,150.71,0.92,0.08,152.96,2.24999999999957,919,66,55,68.7189536031509,633.307974969868
"336",2005,766,NA,NA,NA,NA,NA,NA,NA,NA,NA,922,49,63,109.887923489039,819.394905567169
"337",2006,487,49.9751478154166,-61.8189891890389,137.92,1,137.74,0.97,0.03,143.74,5.99999999999955,1001,97,39,94.4398585683325,365.750278853149
"338",2006,507,48.3185222794017,-93.0488899839306,136.37,1,136.4,0.98,0.02,134.9,-1.49999999999974,1002,93,24,341.043527768404,769.808625375067
"339",2006,508,49.0717115252331,-89.1336983912323,144.23,1,144.25,1,0,NA,NA,1003,109,32,198.751460306815,632.779969618428
"340",2006,509,49.7299451365089,-85.0805221420807,143.66,1,143.97,0.97,0.03,133.636666666666,-10.3333333333338,1004,119,22,239.558100769199,561.606418219355
"341",2006,512,49.7299451372615,-72.4194778549693,143.22,1,143.09,0.95,0.05,145.69,2.60000000000002,1007,116,30,210.43461885044,437.386077441433
"342",2006,513,49.0717115262395,-68.3663016055686,143.98,1,144.06,0.98,0.02,140.06,-4.0000000000004,1008,109,35,159.501798594775,471.347689061711
"343",2006,514,48.3185222805963,-64.4511100125928,143.75,1,143.72,0.99,0.01,146.719999999999,2.99999999999898,1009,88,45,149.772137827901,536.56804706903
"344",2006,534,45.8181578968882,-94.2918383779928,140.96,1,130.69,0.54,0.46,153.016086956522,22.3260869565217,1010,73,39,440.285562768491,942.359800557916
"345",2006,535,46.6202372401658,-90.5920142702139,137.71,1,137.79,0.99,0.01,129.790000000003,-7.99999999999741,1011,82,36,311.265862592553,774.491221339944
"346",2006,536,47.3238018444925,-86.7658837943541,141.23,1,141.29,0.99,0.01,135.29,-5.99999999999957,1012,89,42,168.470240239075,667.372441601512
"347",2006,537,47.9578000244938,-82.8176553580113,142.39,1,142.4,0.99,0.01,141.399999999999,-1.00000000000139,1013,113,29,273.908290823874,590.267495520786
"348",2006,538,48.5865921308426,-78.7499999980182,142.61,1,142.77,0.97,0.03,137.436666666666,-5.33333333333368,1014,119,30,232.21063111942,517.902309364318
"349",2006,539,47.9578000251635,-74.6823446390516,143.9,1,143.92,0.98,0.02,142.920000000001,-0.999999999999233,1015,111,31,240.566518404463,533.399230193373
"350",2006,540,47.3238018454605,-70.7341162024827,142.41,1,142.52,0.95,0.05,140.32,-2.2000000000003,1016,101,34,208.464233088945,573.149514678263
"351",2006,541,46.6202372413531,-66.9079857263678,143.42,1,143.19,0.97,0.03,150.856666666667,7.66666666666654,1017,81,44,233.82630464669,663.963049228337
"352",2006,562,44.1402918686352,-91.9199480740028,140.77,1,126.68,0.45,0.55,152.298181818182,25.6181818181818,1018,52,49,488.830913742048,1005.49727530315
"353",2006,563,44.8891978391312,-88.2953307659256,135.07,1,134.42,0.74,0.26,136.92,2.50000000000006,1019,65,51,352.677290313481,843.753812684463
"354",2006,564,45.5580435896312,-84.5586595325796,134.78,1,135.47,0.93,0.07,125.612857142857,-9.85714285714293,1020,73,49,313.979007292138,804.609535397506
"355",2006,565,46.1870092076203,-80.7130536184924,137.86,1,137.96,0.98,0.02,132.96,-5.0000000000002,1021,89,46,285.693654964867,733.57245184699
"356",2006,566,46.1870092081857,-76.7869463785759,139.28,1,139,0.95,0.05,144.6,5.60000000000022,1022,93,40,302.015154263551,675.596357044298
"357",2006,567,45.5580435905451,-72.9413404642818,141.34,1,137.56,0.79,0.21,155.56,18,1023,84,41,283.853981053994,727.358604363821
"358",2006,568,44.8891978402985,-69.2046692307013,141.36,1,141.37,0.99,0.01,140.370000000001,-0.999999999998636,1024,65,46,264.565062430861,746.542934788663
"359",2006,589,41.5914814738607,-93.0964601408555,146.6,1,114.95,0.15,0.85,152.185294117647,37.2352941176471,1025,31,63,581.282989370719,1094.88756812508
"360",2006,590,42.4255736420171,-89.6927335499158,143.91,1,121.77,0.23,0.77,150.523246753247,28.7532467532467,1026,34,60,488.493795491493,1020.72950433207
"361",2006,591,43.1334602429176,-86.1445569064626,134.35,1,129.21,0.65,0.35,143.895714285714,14.6857142857143,1027,42,68,394.408806620992,946.736819128293
"362",2006,592,43.7827146670404,-82.4962552442126,141.1,1,128.5,0.35,0.65,147.884615384615,19.3846153846154,1028,50,68,349.805149474808,873.003912350773
"363",2006,593,44.4260057265326,-78.7499999978607,134.7,1,133.96,0.81,0.19,137.854736842105,3.89473684210517,1029,58,57,313.083600746448,856.836715514154
"364",2006,594,43.7827146678839,-75.0037447526642,135.99,1,136.35,0.93,0.07,131.207142857143,-5.14285714285685,1030,66,47,290.427028681616,814.226838051365
"365",2006,595,43.1334602440522,-71.3554430901979,136.65,1,136.62,0.99,0.01,139.619999999999,2.9999999999992,1031,45,47,320.382432944472,868.928902620225
"366",2006,616,39.0182853806001,-94.233372640393,120.43,1,109.05,0.4,0.6,128.016666666667,18.9666666666667,1032,13,88,766.357261711737,1337.30696320955
"367",2006,617,39.9013629432319,-90.9604566621439,136.11,1,111,0.26,0.74,144.932432432432,33.9324324324324,1033,18,82,683.788862471738,1257.6616162069
"368",2006,618,40.6811083428193,-87.5982717795414,161.08,1,117.35,0.1,0.9,165.938888888889,48.5888888888889,1034,24,81,574.70933809628,1146.98083027218
"369",2006,619,41.3602908290039,-84.1263735168693,153.13,1,123.44,0.16,0.84,158.785238095238,35.3452380952381,1035,34,79,485.650594123601,1058.75574757269
"370",2006,620,42.005208471077,-80.5643406598932,134.73,1,128.29,0.71,0.29,150.496896551724,22.2068965517241,1036,43,84,365.966206142777,955.381620279505
"371",2006,621,42.0052084718332,-76.9356593369912,133.01,1,132.55,0.92,0.08,138.3,5.7499999999998,1037,44,61,355.199660354592,914.502550013657
"372",2006,622,41.3602908300926,-73.3736264798146,130.76,1,130.69,0.98,0.02,134.189999999999,3.49999999999943,1038,22,68,395.711027879323,1028.90782650366
"373",2006,644,37.3548453039452,-92.207396992102,107.68,1,107.79,0.97,0.03,104.123333333333,-3.66666666666679,1039,7,101,802.771096500736,1357.23920312612
"374",2006,645,38.185511830815,-88.9526017248609,135.25,1,110.05,0.35,0.65,148.819230769231,38.7692307692308,1040,9,101,748.792109400344,1301.04640774134
"375",2006,646,38.9133345719446,-85.6252957885435,130.45,1,113.17,0.6,0.4,156.37,43.1999999999999,1041,12,91,623.17348131882,1217.17515736964
