"","lonid","latid","ObsYear","season","VANCAR.5.mean","DANPLE.5.mean","AGRAVAN.5.mean","EURPRO.5.mean","CHICAT.5.mean","ASCMON.5.mean"
"1843",-106.25,35.25,2004,"fall",185.4,NA,NA,NA,NA,NA
"1844",-106.25,35.25,2009,"fall",230.4,NA,NA,NA,NA,NA
"1845",-106.25,35.25,2011,"fall",231,239,NA,NA,NA,NA
"1846",-106.25,35.25,2012,"fall",184,NA,NA,NA,NA,NA
"1847",-106.25,35.25,2012,"spring",79.8,NA,NA,NA,NA,NA
"1848",-106.25,35.75,1993,"spring",177,NA,NA,NA,NA,NA
"1849",-106.25,35.75,1997,"spring",179,NA,NA,NA,NA,NA
"1850",-106.25,35.75,1998,"spring",178,NA,NA,NA,NA,NA
"1851",-106.25,35.75,2001,"fall",196,196,NA,NA,NA,NA
"1852",-106.25,35.75,2002,"spring",NA,180,NA,NA,NA,NA
"1853",-106.25,35.75,2003,"spring",179,NA,NA,NA,NA,NA
"1854",-106.25,35.75,2004,"spring",173,NA,NA,NA,NA,NA
"1855",-106.25,35.75,2005,"spring",176,176,NA,NA,NA,NA
"1856",-106.25,35.75,2007,"fall",233,NA,NA,NA,NA,NA
"1857",-106.25,35.75,2008,"spring",151,NA,NA,NA,NA,NA
"1858",-106.25,35.75,2009,"fall",192,NA,NA,NA,NA,NA
"1859",-106.25,35.75,2010,"fall",205,NA,NA,NA,NA,NA
"1860",-106.25,35.75,2016,"fall",NA,299,NA,NA,NA,NA
"1861",-106.25,35.75,2017,"fall",204.4,223,NA,NA,NA,NA
"1862",-106.25,37.25,2001,"fall",216,216,NA,NA,NA,NA
"1863",-106.25,38.75,1978,"fall",201,NA,NA,NA,NA,NA
"1864",-106.25,38.75,1979,"fall",211,NA,NA,NA,NA,NA
"1865",-106.25,38.75,1981,"fall",201,NA,NA,NA,NA,NA
"1866",-106.25,38.75,1982,"fall",215,NA,NA,NA,NA,NA
"1867",-106.25,39.25,1978,"fall",198,NA,NA,NA,NA,NA
"1868",-106.25,39.25,1979,"fall",210,NA,NA,NA,NA,NA
"1869",-106.25,39.25,1981,"fall",202,NA,NA,NA,NA,NA
"1870",-106.25,39.25,1982,"fall",214,NA,NA,NA,NA,NA
"1871",-106.25,39.25,1997,"fall",184,184,NA,NA,NA,NA
"1872",-106.25,39.75,2005,"fall",217,NA,NA,NA,NA,NA
"1873",-106.25,39.75,2017,"fall",246,NA,NA,NA,NA,NA
"1874",-106.25,39.75,2017,"spring",159.6,NA,NA,NA,NA,NA
"1875",-106.25,45.25,1982,"fall",222,222,NA,NA,NA,NA
"1876",-106.25,45.25,1983,"fall",219,219,NA,NA,NA,NA
"1877",-106.25,50.25,2003,"spring",179,NA,NA,NA,NA,NA
"1878",-105.75,32.75,2003,"fall",230,230,NA,NA,NA,NA
"1879",-105.75,32.75,2010,"spring",136,NA,177,NA,NA,NA
"1880",-105.75,32.75,2014,"spring",NA,142,NA,NA,NA,NA
"1881",-105.75,32.75,2017,"spring",179,NA,NA,NA,NA,NA
"1882",-105.75,34.25,2002,"fall",NA,243,NA,NA,NA,NA
"1883",-105.75,34.75,2001,"fall",258,258,NA,NA,NA,NA
"1884",-105.75,34.75,2004,"fall",221,NA,NA,NA,NA,NA
"1885",-105.75,35.75,1993,"spring",178,NA,NA,NA,NA,NA
"1886",-105.75,35.75,1995,"fall",197,NA,NA,NA,NA,NA
"1887",-105.75,35.75,1996,"fall",195,NA,NA,NA,NA,NA
"1888",-105.75,35.75,1997,"fall",193,193,NA,NA,NA,NA
"1889",-105.75,35.75,1998,"fall",192,NA,NA,NA,NA,NA
"1890",-105.75,35.75,1999,"fall",191,NA,NA,NA,NA,NA
"1891",-105.75,35.75,2001,"fall",202,NA,NA,NA,NA,NA
"1892",-105.75,35.75,2002,"fall",194,NA,NA,NA,NA,NA
"1893",-105.75,35.75,2002,"spring",159,NA,NA,NA,NA,NA
"1894",-105.75,35.75,2003,"fall",193,NA,NA,NA,NA,NA
"1895",-105.75,35.75,2004,"fall",NA,192,NA,NA,NA,NA
"1896",-105.75,35.75,2004,"spring",165,NA,NA,NA,NA,NA
"1897",-105.75,35.75,2005,"fall",184,NA,NA,NA,NA,NA
"1898",-105.75,35.75,2006,"fall",NA,196,NA,NA,NA,NA
"1899",-105.75,35.75,2007,"fall",195,NA,NA,NA,NA,NA
"1900",-105.75,35.75,2008,"fall",188,NA,NA,NA,NA,NA
"1901",-105.75,35.75,2010,"fall",192,NA,NA,NA,NA,NA
"1902",-105.75,35.75,2014,"fall",268,268,NA,NA,NA,NA
"1903",-105.75,36.75,2002,"spring",NA,179,NA,NA,NA,NA
"1904",-105.75,39.25,1978,"fall",202,NA,NA,NA,NA,NA
"1905",-105.75,39.25,1979,"fall",212,NA,NA,NA,NA,NA
"1906",-105.75,39.25,1980,"fall",210,NA,NA,NA,NA,NA
"1907",-105.75,39.25,1981,"fall",203,NA,NA,NA,NA,NA
"1908",-105.75,39.25,1982,"fall",216,NA,NA,NA,NA,NA
"1909",-105.75,39.25,1997,"spring",154,NA,NA,NA,NA,NA
"1910",-105.75,39.25,2003,"fall",188,NA,NA,NA,NA,NA
"1911",-105.75,39.25,2015,"fall",204,NA,NA,NA,NA,NA
"1912",-105.75,39.25,2015,"spring",150,NA,NA,NA,NA,NA
"1913",-105.75,39.25,2016,"fall",190,NA,NA,NA,NA,NA
"1914",-105.75,39.75,1985,"fall",188,NA,NA,NA,NA,NA
"1915",-105.75,39.75,1989,"fall",190,183,NA,NA,NA,NA
"1916",-105.75,39.75,1994,"fall",184,184,NA,NA,NA,NA
"1917",-105.75,39.75,2003,"fall",186,NA,NA,NA,NA,NA
"1918",-105.75,39.75,2008,"fall",186.2,NA,NA,NA,NA,NA
"1919",-105.75,39.75,2017,"fall",273.2,NA,NA,NA,NA,NA
"1920",-105.75,39.75,2017,"spring",107,NA,NA,NA,NA,NA
"1921",-105.75,39.75,2018,"fall",242,NA,NA,NA,NA,NA
"1922",-105.75,40.25,1978,"fall",185,185,NA,NA,NA,NA
"1923",-105.75,40.25,1979,"fall",185,NA,NA,NA,NA,NA
"1924",-105.75,40.25,1980,"fall",191,191,NA,NA,NA,NA
"1925",-105.75,40.25,1981,"fall",192,NA,NA,NA,NA,NA
"1926",-105.75,40.25,1983,"fall",187,NA,NA,NA,NA,NA
"1927",-105.75,40.25,1984,"fall",204,204,NA,NA,NA,NA
"1928",-105.75,40.25,1987,"fall",199,NA,NA,NA,NA,NA
"1929",-105.75,40.25,1990,"fall",195,NA,NA,NA,NA,NA
"1930",-105.75,40.25,1991,"fall",185,NA,NA,NA,NA,NA
"1931",-105.75,40.25,1993,"fall",205,NA,NA,NA,NA,NA
"1932",-105.75,40.25,1995,"spring",170,NA,NA,NA,NA,NA
"1933",-105.75,40.25,1997,"fall",207,207,NA,NA,NA,NA
"1934",-105.75,40.25,1998,"fall",199,NA,NA,NA,NA,NA
"1935",-105.75,40.25,1999,"fall",193,NA,NA,NA,NA,NA
"1936",-105.75,40.25,2005,"fall",223,NA,NA,NA,NA,NA
"1937",-105.75,40.25,2012,"spring",175,NA,NA,NA,NA,NA
"1938",-105.75,40.25,2017,"spring",172,NA,NA,NA,NA,NA
"1939",-105.75,40.75,2015,"fall",201,NA,NA,NA,NA,NA
"1940",-105.25,33.25,2002,"fall",NA,245,245,NA,NA,NA
"1941",-105.25,33.75,2002,"spring",149,149,NA,NA,NA,NA
"1942",-105.25,33.75,2015,"spring",171,NA,NA,NA,NA,NA
"1943",-105.25,33.75,2017,"spring",180,NA,NA,NA,NA,NA
"1944",-105.25,34.25,2002,"fall",243,NA,NA,NA,NA,NA
"1945",-105.25,35.25,2001,"fall",NA,328,NA,NA,NA,NA
"1946",-105.25,35.75,2002,"spring",153,NA,NA,NA,NA,NA
"1947",-105.25,35.75,2003,"spring",172,NA,NA,NA,NA,NA
"1948",-105.25,35.75,2009,"fall",204,204,NA,NA,NA,NA
"1949",-105.25,35.75,2010,"fall",191,191,NA,NA,NA,NA
"1950",-105.25,35.75,2011,"fall",224.4,NA,NA,NA,NA,NA
"1951",-105.25,35.75,2012,"fall",195,NA,NA,NA,NA,NA
"1952",-105.25,35.75,2012,"spring",122,NA,NA,NA,NA,NA
"1953",-105.25,35.75,2013,"fall",242.8,242.8,NA,NA,NA,NA
"1954",-105.25,35.75,2014,"fall",206,206,NA,NA,NA,NA
"1955",-105.25,35.75,2014,"spring",150,NA,NA,NA,NA,NA
"1956",-105.25,35.75,2015,"spring",172,NA,NA,NA,NA,NA
"1957",-105.25,36.25,2001,"spring",173,NA,NA,NA,NA,NA
"1958",-105.25,38.25,1997,"spring",157,NA,NA,NA,NA,NA
"1959",-105.25,38.75,1988,"fall",187,NA,NA,NA,NA,NA
"1960",-105.25,38.75,2016,"fall",229.2,210,NA,NA,NA,NA
"1961",-105.25,38.75,2016,"spring",163,NA,NA,NA,NA,NA
"1962",-105.25,38.75,2017,"fall",246.4,NA,NA,NA,NA,NA
"1963",-105.25,38.75,2017,"spring",155,NA,NA,NA,NA,NA
"1964",-105.25,39.25,1988,"spring",181,NA,NA,NA,NA,NA
"1965",-105.25,39.25,2014,"fall",207,206,NA,NA,NA,NA
"1966",-105.25,39.25,2015,"fall",219.6,201.4,NA,NA,NA,NA
"1967",-105.25,39.25,2015,"spring",153,NA,NA,NA,NA,NA
"1968",-105.25,39.25,2016,"fall",219.2,206,NA,NA,NA,NA
"1969",-105.25,39.25,2016,"spring",167,NA,NA,NA,NA,NA
"1970",-105.25,39.25,2017,"fall",217,224,NA,NA,NA,NA
"1971",-105.25,39.25,2017,"spring",175.2,NA,NA,NA,NA,NA
"1972",-105.25,39.25,2018,"fall",196.8,190,NA,NA,NA,NA
"1973",-105.25,39.75,1977,"spring",170,170,NA,NA,NA,NA
"1974",-105.25,39.75,1978,"fall",183,183,NA,NA,NA,NA
"1975",-105.25,39.75,1979,"fall",203,203,NA,NA,NA,NA
"1976",-105.25,39.75,1980,"fall",NA,195,NA,NA,NA,NA
"1977",-105.25,39.75,1981,"fall",193,193,NA,NA,NA,NA
"1978",-105.25,39.75,1982,"fall",184,184,NA,NA,NA,NA
"1979",-105.25,39.75,1983,"fall",191,191,NA,NA,NA,NA
"1980",-105.25,39.75,1984,"fall",197,197,NA,NA,NA,NA
"1981",-105.25,39.75,1985,"fall",188,188,NA,NA,NA,NA
"1982",-105.25,39.75,1986,"fall",193,193,NA,NA,NA,NA
"1983",-105.25,39.75,1987,"fall",186,186,NA,NA,NA,NA
"1984",-105.25,39.75,1988,"fall",185,185,NA,NA,NA,NA
"1985",-105.25,39.75,1989,"fall",183,183,NA,NA,NA,NA
"1986",-105.25,39.75,1990,"fall",189,189,NA,NA,NA,NA
"1987",-105.25,39.75,1991,"fall",188,188,188,NA,NA,NA
"1988",-105.25,39.75,1992,"fall",187,187,NA,NA,NA,NA
"1989",-105.25,39.75,1993,"fall",193,NA,NA,NA,NA,NA
"1990",-105.25,39.75,1994,"fall",184,184,NA,NA,NA,NA
"1991",-105.25,39.75,1995,"fall",190,203,NA,NA,NA,NA
"1992",-105.25,39.75,1996,"fall",189,NA,NA,NA,NA,NA
"1993",-105.25,39.75,1997,"fall",187,187,NA,NA,NA,NA
"1994",-105.25,39.75,1998,"fall",186,186,NA,NA,NA,NA
"1995",-105.25,39.75,1999,"fall",185,185,NA,NA,NA,NA
"1996",-105.25,39.75,2000,"fall",191,NA,NA,NA,NA,NA
"1997",-105.25,39.75,2001,"fall",189,189,NA,NA,NA,NA
"1998",-105.25,39.75,2002,"fall",194,194,NA,NA,NA,NA
"1999",-105.25,39.75,2003,"fall",187,187,NA,NA,NA,NA
"2000",-105.25,39.75,2004,"fall",186,NA,NA,NA,NA,NA
"2001",-105.25,39.75,2005,"fall",191,191,NA,NA,NA,NA
"2002",-105.25,39.75,2007,"fall",189,189,NA,NA,NA,NA
"2003",-105.25,39.75,2007,"spring",169,NA,NA,NA,NA,NA
"2004",-105.25,39.75,2008,"fall",188,185,NA,NA,NA,NA
"2005",-105.25,39.75,2008,"spring",166,NA,NA,NA,NA,NA
"2006",-105.25,39.75,2009,"fall",186,188,NA,NA,NA,NA
"2007",-105.25,39.75,2010,"fall",185,185,NA,NA,NA,NA
"2008",-105.25,39.75,2011,"fall",184,NA,NA,NA,NA,NA
"2009",-105.25,39.75,2012,"fall",183,183,NA,NA,NA,NA
"2010",-105.25,39.75,2013,"fall",188,NA,NA,NA,NA,NA
"2011",-105.25,39.75,2014,"fall",187,187,NA,NA,NA,NA
"2012",-105.25,39.75,2014,"spring",152,180,NA,NA,NA,NA
"2013",-105.25,39.75,2015,"fall",193,193,NA,NA,NA,NA
"2014",-105.25,39.75,2015,"spring",172,181,NA,NA,NA,NA
"2015",-105.25,39.75,2016,"fall",188,188,NA,NA,NA,NA
"2016",-105.25,39.75,2016,"spring",159,178,NA,NA,NA,NA
"2017",-105.25,39.75,2017,"fall",182,212,NA,NA,NA,NA
"2018",-105.25,39.75,2017,"spring",164,180,NA,NA,NA,NA
"2019",-105.25,39.75,2018,"fall",268,182,NA,NA,NA,NA
"2020",-105.25,39.75,2018,"spring",171,162,NA,NA,NA,NA
"2021",-105.25,40.25,1985,"fall",210,NA,NA,NA,NA,NA
"2022",-105.25,40.25,1986,"fall",207,NA,NA,NA,NA,NA
"2023",-105.25,40.25,1987,"fall",184,184,NA,NA,NA,NA
"2024",-105.25,40.25,1989,"fall",185,185,NA,NA,NA,NA
"2025",-105.25,40.25,1990,"fall",185,185,NA,NA,NA,NA
"2026",-105.25,40.25,1991,"fall",184,184,NA,NA,NA,NA
"2027",-105.25,40.25,1994,"fall",185,NA,NA,NA,NA,NA
"2028",-105.25,40.25,1995,"fall",185,NA,NA,NA,NA,NA
"2029",-105.25,40.25,1997,"fall",185,NA,NA,NA,NA,NA
"2030",-105.25,40.25,1998,"fall",185,NA,NA,NA,NA,NA
"2031",-105.25,40.25,1999,"fall",184,186,NA,NA,NA,NA
"2032",-105.25,40.25,2000,"fall",186,186,NA,NA,NA,NA
"2033",-105.25,40.25,2001,"fall",185,185,NA,NA,NA,NA
"2034",-105.25,40.25,2001,"spring",161,NA,NA,NA,NA,NA
"2035",-105.25,40.25,2003,"fall",185,185,NA,NA,NA,NA
"2036",-105.25,40.25,2003,"spring",172,NA,NA,NA,NA,NA
"2037",-105.25,40.25,2004,"fall",183,NA,NA,NA,NA,NA
"2038",-105.25,40.25,2005,"fall",185,NA,NA,NA,NA,NA
"2039",-105.25,40.25,2007,"fall",185,185,NA,NA,NA,NA
"2040",-105.25,40.25,2007,"spring",174,NA,NA,NA,NA,NA
"2041",-105.25,40.25,2008,"fall",186,NA,NA,NA,NA,NA
"2042",-105.25,40.25,2008,"spring",179,NA,NA,NA,NA,NA
"2043",-105.25,40.25,2010,"fall",183,183,NA,NA,NA,NA
"2044",-105.25,40.25,2011,"fall",185,NA,NA,NA,NA,NA
"2045",-105.25,40.25,2012,"fall",186,186,NA,NA,NA,NA
"2046",-105.25,40.25,2012,"spring",163,NA,NA,NA,NA,NA
"2047",-105.25,40.25,2013,"fall",185,NA,NA,NA,NA,NA
"2048",-105.25,40.25,2014,"fall",185,185,NA,NA,NA,NA
"2049",-105.25,40.25,2014,"spring",143,168,NA,NA,NA,NA
"2050",-105.25,40.25,2015,"fall",185,185,NA,NA,NA,NA
"2051",-105.25,40.25,2016,"fall",186,200,NA,NA,NA,NA
"2052",-105.25,40.25,2016,"spring",175,NA,NA,NA,NA,NA
"2053",-105.25,40.25,2017,"fall",185,NA,NA,NA,NA,NA
"2054",-105.25,40.25,2017,"spring",166,NA,NA,NA,NA,NA
"2055",-105.25,40.25,2018,"fall",185,209,NA,NA,NA,NA
"2056",-105.25,40.75,1977,"fall",191,191,NA,NA,NA,NA
"2057",-105.25,40.75,1977,"spring",174,NA,NA,NA,NA,NA
"2058",-105.25,40.75,1981,"fall",195,195,NA,NA,NA,NA
"2059",-105.25,40.75,1982,"fall",205,NA,NA,NA,NA,NA
"2060",-105.25,40.75,1984,"fall",190,190,NA,NA,NA,NA
"2061",-105.25,40.75,1985,"spring",174,174,NA,NA,NA,NA
"2062",-105.25,40.75,1986,"spring",172,172,NA,NA,NA,NA
"2063",-105.25,40.75,1987,"spring",165,165,NA,NA,NA,NA
"2064",-105.25,40.75,1988,"spring",170,NA,NA,NA,NA,NA
"2065",-105.25,40.75,1989,"spring",175,175,NA,NA,NA,NA
"2066",-105.25,40.75,1990,"spring",181,181,NA,NA,NA,NA
"2067",-105.25,40.75,1991,"spring",173,173,NA,NA,NA,NA
"2068",-105.25,40.75,1992,"spring",173,173,NA,NA,NA,NA
"2069",-105.25,40.75,1993,"spring",177,177,NA,NA,NA,NA
"2070",-105.25,40.75,1994,"spring",176,176,NA,NA,NA,NA
"2071",-105.25,40.75,1995,"spring",176,NA,NA,NA,NA,NA
"2072",-105.25,40.75,1996,"spring",NA,NA,175,NA,NA,NA
"2073",-105.25,40.75,1997,"spring",180,180,NA,NA,NA,NA
"2074",-105.25,40.75,1998,"fall",192,NA,NA,NA,NA,NA
"2075",-105.25,40.75,1999,"fall",187,187,NA,NA,NA,NA
"2076",-105.25,40.75,2001,"fall",190,NA,NA,NA,NA,NA
"2077",-105.25,40.75,2003,"fall",214.6,213.8,NA,NA,NA,NA
"2078",-105.25,40.75,2010,"fall",218,NA,NA,NA,NA,NA
"2079",-105.25,40.75,2013,"fall",264,264,NA,NA,NA,NA
"2080",-105.25,40.75,2014,"fall",275,NA,NA,NA,NA,NA
"2081",-105.25,40.75,2015,"fall",202,NA,NA,NA,NA,NA
"2082",-105.25,40.75,2015,"spring",158,NA,NA,NA,NA,NA
"2083",-105.25,40.75,2017,"fall",280.6,NA,NA,NA,NA,NA
"2084",-105.25,40.75,2017,"spring",141,NA,NA,NA,NA,NA
"2085",-105.25,49.25,2003,"spring",151,NA,NA,NA,NA,NA
"2086",-105.25,51.25,2007,"fall",NA,186,NA,NA,NA,NA
"2087",-105.25,51.25,2008,"fall",190,NA,NA,NA,NA,NA
"2088",-105.25,51.25,2011,"fall",NA,185,NA,NA,NA,NA
"2089",-105.25,51.25,2012,"fall",NA,185,NA,NA,NA,NA
"2090",-105.25,51.25,2015,"fall",NA,183,NA,NA,NA,NA
"2091",-104.75,31.25,2017,"spring",NA,126,NA,NA,NA,NA
"2092",-104.75,31.75,1999,"spring",NA,148,NA,NA,NA,NA
"2093",-104.75,31.75,2017,"spring",NA,126,NA,NA,NA,NA
"2094",-104.75,32.25,2000,"fall",268,268,NA,NA,NA,NA
"2095",-104.75,32.25,2003,"fall",229,229,229,NA,NA,NA
"2096",-104.75,33.25,2002,"spring",NA,104,NA,NA,NA,NA
"2097",-104.75,35.25,2002,"spring",159,NA,NA,NA,NA,NA
"2098",-104.75,35.25,2003,"spring",172,NA,NA,NA,NA,NA
"2099",-104.75,35.25,2004,"spring",157.8,NA,129,NA,NA,NA
"2100",-104.75,36.75,2002,"spring",146,146,NA,NA,NA,NA
"2101",-104.75,36.75,2003,"fall",182.8,NA,NA,NA,NA,NA
"2102",-104.75,36.75,2006,"fall",NA,300,NA,NA,NA,NA
"2103",-104.75,38.25,2014,"fall",277,277,NA,NA,NA,NA
"2104",-104.75,38.75,2001,"fall",NA,196,NA,NA,NA,NA
"2105",-104.75,38.75,2002,"fall",228,NA,NA,NA,NA,NA
"2106",-104.75,38.75,2003,"fall",188,NA,NA,NA,NA,NA
"2107",-104.75,38.75,2016,"fall",199,NA,NA,NA,NA,NA
"2108",-104.75,39.25,2004,"fall",NA,236,NA,NA,NA,NA
"2109",-104.75,39.25,2017,"fall",222.4,NA,NA,NA,NA,NA
"2110",-104.75,39.25,2018,"fall",254,NA,NA,NA,NA,NA
"2111",-104.75,39.75,1977,"fall",198,198,NA,NA,NA,NA
"2112",-104.75,39.75,1978,"fall",192,192,NA,NA,NA,NA
"2113",-104.75,39.75,1979,"fall",193,193,NA,NA,NA,NA
"2114",-104.75,39.75,1980,"fall",203,203,NA,NA,NA,NA
"2115",-104.75,39.75,1981,"fall",196,196,NA,NA,NA,NA
"2116",-104.75,39.75,1982,"fall",221,221,NA,NA,NA,NA
"2117",-104.75,39.75,1983,"fall",193,193,NA,NA,NA,NA
"2118",-104.75,39.75,1984,"fall",194,194,NA,NA,NA,NA
"2119",-104.75,39.75,1985,"fall",195,195,NA,NA,NA,NA
"2120",-104.75,39.75,1987,"fall",194,194,NA,NA,NA,NA
"2121",-104.75,39.75,1988,"spring",182,182,NA,NA,NA,NA
"2122",-104.75,39.75,1989,"fall",189,189,NA,NA,NA,NA
"2123",-104.75,39.75,1990,"fall",188,188,NA,NA,NA,NA
"2124",-104.75,39.75,1991,"fall",187,187,NA,NA,NA,NA
"2125",-104.75,39.75,1992,"fall",194,194,NA,NA,NA,NA
"2126",-104.75,39.75,1993,"fall",186,NA,NA,NA,NA,NA
"2127",-104.75,39.75,1994,"spring",174,174,NA,NA,NA,NA
"2128",-104.75,39.75,1995,"fall",189,189,NA,NA,NA,NA
"2129",-104.75,39.75,1997,"fall",186,186,NA,NA,NA,NA
"2130",-104.75,39.75,1998,"fall",195,195,NA,NA,NA,NA
"2131",-104.75,39.75,1999,"fall",193,193,NA,NA,NA,NA
"2132",-104.75,39.75,2000,"fall",187,187,NA,NA,NA,NA
"2133",-104.75,39.75,2001,"fall",183,183,183,NA,NA,NA
"2134",-104.75,39.75,2002,"fall",187,187,NA,NA,NA,NA
"2135",-104.75,39.75,2004,"fall",193,193,NA,NA,NA,NA
"2136",-104.75,39.75,2005,"fall",193,NA,NA,NA,NA,NA
"2137",-104.75,39.75,2007,"fall",184,184,NA,NA,NA,NA
"2138",-104.75,39.75,2008,"fall",205,205,NA,NA,NA,NA
"2139",-104.75,39.75,2010,"fall",209,NA,NA,NA,NA,NA
"2140",-104.75,39.75,2014,"fall",198.8,221.2,NA,NA,NA,NA
"2141",-104.75,39.75,2015,"fall",268,213.8,NA,NA,NA,NA
"2142",-104.75,39.75,2015,"spring",173,NA,NA,NA,NA,NA
"2143",-104.75,39.75,2016,"fall",216,259.8,NA,NA,NA,NA
"2144",-104.75,39.75,2017,"fall",263,197,NA,NA,NA,NA
"2145",-104.75,39.75,2017,"spring",153,175,NA,NA,NA,NA
"2146",-104.75,39.75,2018,"fall",256.6,216.4,NA,NA,NA,NA
"2147",-104.75,39.75,2018,"spring",151,172,NA,NA,NA,NA
"2148",-104.75,40.75,2014,"spring",146,NA,NA,NA,NA,NA
"2149",-104.75,41.25,1985,"spring",166,NA,NA,NA,NA,NA
"2150",-104.75,41.25,1986,"fall",185,NA,NA,NA,NA,NA
"2151",-104.75,41.25,1988,"spring",164,NA,NA,NA,NA,NA
"2152",-104.75,41.25,1989,"spring",168,NA,NA,NA,NA,NA
"2153",-104.75,41.25,1993,"spring",178,178,NA,NA,NA,NA
"2154",-104.75,48.75,2004,"spring",174,NA,NA,NA,NA,NA
"2155",-104.75,48.75,2005,"fall",182,182,NA,NA,NA,NA
"2156",-104.75,48.75,2006,"fall",NA,204,NA,NA,NA,NA
"2157",-104.75,50.25,1995,"spring",170,NA,NA,NA,NA,NA
"2158",-104.75,50.25,1997,"spring",170,170,NA,NA,NA,NA
"2159",-104.75,50.25,1999,"spring",NA,168,NA,NA,NA,NA
"2160",-104.75,50.25,2000,"spring",NA,173,NA,NA,NA,NA
"2161",-104.75,50.25,2001,"spring",177,177,NA,NA,NA,NA
"2162",-104.75,50.25,2003,"spring",170,170,NA,NA,NA,NA
"2163",-104.75,50.25,2004,"spring",181,NA,NA,NA,NA,NA
"2164",-104.75,50.25,2005,"spring",173,173,NA,NA,NA,NA
"2165",-104.75,50.25,2006,"spring",91,173,NA,NA,NA,NA
"2166",-104.75,50.25,2007,"spring",172,172,NA,NA,NA,NA
"2167",-104.75,50.25,2008,"spring",171,NA,NA,NA,NA,NA
"2168",-104.25,30.75,2001,"fall",196,NA,196,NA,NA,NA
"2169",-104.25,30.75,2004,"fall",231,232,232,NA,NA,NA
"2170",-104.25,30.75,2010,"fall",NA,282,NA,NA,NA,NA
"2171",-104.25,30.75,2016,"fall",292,292,292,NA,NA,NA
"2172",-104.25,32.25,2000,"fall",266,266,NA,NA,NA,NA
"2173",-104.25,32.25,2001,"fall",265,265,NA,NA,NA,NA
"2174",-104.25,32.25,2002,"fall",264,252,244,NA,NA,NA
"2175",-104.25,32.25,2002,"spring",NA,NA,168,NA,NA,NA
"2176",-104.25,32.25,2003,"fall",229,229,229,NA,NA,NA
"2177",-104.25,33.25,2001,"fall",279.2,290.8,NA,NA,NA,NA
"2178",-104.25,33.25,2002,"spring",NA,103,NA,NA,NA,NA
"2179",-104.25,33.75,2001,"fall",279.2,256,NA,NA,NA,NA
"2180",-104.25,33.75,2002,"spring",NA,103,NA,NA,NA,NA
"2181",-104.25,34.25,2012,"spring",111,NA,NA,NA,NA,NA
"2182",-104.25,35.25,2003,"spring",171,NA,NA,NA,NA,NA
"2183",-104.25,35.25,2004,"spring",129,NA,129,NA,NA,NA
"2184",-104.25,35.75,2003,"spring",173,NA,NA,NA,NA,NA
"2185",-104.25,36.75,2002,"spring",157.2,157.2,174,NA,NA,NA
"2186",-104.25,37.25,1999,"spring",178,NA,NA,NA,NA,NA
"2187",-104.25,37.25,2000,"spring",177,NA,NA,NA,NA,NA
"2188",-104.25,37.25,2001,"spring",175,NA,NA,NA,NA,NA
"2189",-104.25,37.25,2002,"spring",174,174,174,NA,NA,NA
"2190",-104.25,37.25,2003,"spring",166,166,NA,NA,NA,NA
"2191",-104.25,37.25,2004,"fall",193,NA,NA,NA,NA,NA
"2192",-104.25,37.25,2005,"spring",177,NA,NA,NA,NA,NA
"2193",-104.25,39.25,1997,"spring",153,NA,NA,NA,NA,NA
"2194",-104.25,39.75,2014,"fall",NA,215,NA,NA,NA,NA
"2195",-104.25,39.75,2017,"fall",NA,285,NA,NA,NA,NA
"2196",-104.25,40.75,2013,"fall",NA,272,NA,NA,NA,NA
"2197",-104.25,44.25,2000,"fall",NA,186,NA,NA,NA,NA
"2198",-104.25,49.25,2001,"fall",NA,185,NA,NA,NA,NA
"2199",-104.25,49.25,2002,"spring",NA,164,NA,NA,NA,NA
"2200",-104.25,49.25,2003,"fall",223,NA,NA,NA,NA,NA
"2201",-104.25,49.25,2006,"fall",NA,189,NA,NA,NA,NA
"2202",-104.25,49.75,2003,"fall",215,NA,NA,NA,NA,NA
"2203",-104.25,49.75,2004,"fall",203,NA,NA,NA,NA,NA
"2204",-104.25,49.75,2005,"spring",113,NA,NA,NA,NA,NA
"2205",-104.25,49.75,2006,"fall",NA,230,NA,NA,NA,NA
"2206",-103.75,30.75,1992,"fall",229,229,229,NA,NA,NA
"2207",-103.75,30.75,2001,"spring",117,NA,NA,NA,NA,NA
"2208",-103.75,30.75,2005,"fall",NA,228,228,NA,NA,NA
"2209",-103.75,30.75,2007,"fall",184,NA,184,NA,NA,NA
"2210",-103.75,30.75,2007,"spring",122,NA,NA,NA,NA,NA
"2211",-103.75,30.75,2012,"fall",196,196,NA,NA,NA,NA
"2212",-103.75,30.75,2013,"fall",194,194,194,NA,NA,NA
"2213",-103.75,34.25,2001,"fall",213,NA,NA,NA,NA,NA
"2214",-103.75,35.75,2001,"spring",169,NA,NA,NA,NA,NA
"2215",-103.75,35.75,2003,"spring",173,NA,NA,NA,NA,NA
"2216",-103.75,42.25,2019,"spring",170,NA,NA,NA,NA,NA
"2217",-103.75,42.75,1985,"fall",202,NA,NA,NA,NA,NA
"2218",-103.75,42.75,1986,"fall",193,193,NA,NA,NA,NA
"2219",-103.75,42.75,1987,"fall",195,195,NA,NA,NA,NA
"2220",-103.75,42.75,1988,"fall",195,195,NA,NA,NA,NA
"2221",-103.75,43.75,2003,"fall",NA,196,NA,NA,NA,NA
